SalePrice,OverallQual,GrLivArea,ExterQual,SimplOverallQual,KitchenQual,GarageCars,GarageArea,SimplExterQual,TotalBsmtSF,1stFlrSF
284000,7,2046,4,3,4,3,871,2,998,1006
113000,5,1048,3,2,3,1,280,1,993,1048
141000,5,1092,3,2,3,1,299,1,1092,1092
108000,4,1336,3,2,3,1,570,1,637,897
175000,7,1446,3,3,3,2,406,1,729,729
234000,7,1557,4,3,4,2,420,2,1374,1557
121500,5,1392,3,2,3,2,528,1,1392,1392
170000,5,1389,3,2,3,2,418,1,1389,1389
108000,5,996,3,2,3,0,0,1,996,996
185000,6,1674,3,2,3,2,396,1,1163,1163
268000,7,2295,4,3,4,2,590,2,1095,1166
128000,6,1647,3,2,2,1,216,1,806,841
325000,9,2504,4,3,5,3,656,2,1122,1134
214000,7,1535,4,3,4,2,532,2,1517,1535
316600,8,2132,4,3,4,2,612,2,1496,1496
135960,5,943,3,2,3,2,600,1,943,943
142600,5,1728,3,2,3,2,576,1,1728,1728
120000,6,864,3,2,4,1,288,1,864,864
224500,7,1692,3,3,4,2,650,1,846,846
170000,7,1430,3,3,3,2,400,1,384,774
139000,5,1109,3,2,3,1,288,1,372,576
118500,5,1216,3,2,3,1,336,1,832,832
145000,7,1477,3,3,3,1,216,1,861,877
164500,5,1320,3,2,3,2,564,1,1164,1320
146000,7,1392,4,3,4,2,540,2,689,703
131500,5,1795,3,2,3,1,352,1,1050,1050
181900,6,1429,3,2,4,2,572,1,1144,1429
253293,8,2042,5,3,5,3,1390,2,2042,2042
118500,6,816,3,2,3,0,0,1,816,816
325000,10,2775,5,3,4,2,880,2,1237,1521
133000,4,1573,3,2,4,1,240,1,884,989
369900,8,2028,4,3,4,3,880,2,1868,2028
130000,6,838,3,2,2,1,275,1,816,838
137000,5,860,3,2,3,2,528,1,840,860
143000,5,1473,3,2,5,1,452,1,1437,1473
79500,5,935,3,2,3,1,308,1,742,779
185900,7,1582,4,3,4,2,520,2,770,770
451950,10,2296,5,3,5,3,842,2,1722,1728
138000,5,816,3,2,3,2,816,1,816,816
140000,6,848,4,2,4,2,420,2,848,848
110000,5,924,3,2,3,1,280,1,924,924
319000,8,1826,4,3,4,3,758,2,1814,1826
114504,6,1368,3,2,3,1,216,1,684,684
194201,7,1402,4,3,4,3,648,2,1258,1402
217500,5,1647,3,2,4,2,621,1,1430,1647
151000,6,1556,3,2,3,2,452,1,716,716
275000,8,1904,4,3,5,2,736,2,1058,1058
141000,6,1375,3,2,4,1,544,1,780,780
220000,8,1915,4,3,4,2,506,2,908,927
151000,7,1200,4,3,4,2,480,2,600,600
221000,7,1494,4,3,4,2,530,2,1494,1494
205000,7,1986,3,3,3,2,486,1,768,1186
152000,5,1040,3,2,4,2,576,1,1040,1040
225000,5,2008,3,2,5,1,230,1,896,1112
359100,8,3194,3,3,3,2,380,1,965,1940
118500,4,1029,3,2,3,1,261,1,1029,1029
313000,9,2153,4,3,5,3,736,2,1440,1476
148000,6,1032,3,2,3,2,564,1,1032,1032
261500,8,1872,4,3,5,2,531,2,1299,1299
147000,5,1120,3,2,3,0,0,1,1120,1120
75500,4,630,3,2,3,0,0,1,630,630
137500,6,1054,3,2,4,2,480,1,936,1054
183200,6,1509,4,2,4,2,393,2,783,807
105500,6,832,3,2,4,2,528,1,832,832
314813,9,1828,5,3,4,3,774,2,1822,1828
305000,8,2262,4,3,4,3,749,2,1482,1482
67000,3,864,3,1,3,0,0,1,864,864
240000,6,2614,3,2,3,2,624,1,1522,1548
135000,5,980,3,2,3,2,484,1,980,980
168500,6,1512,4,2,4,2,440,2,756,756
165150,6,1790,3,2,3,2,484,1,732,1012
160000,6,1116,3,2,3,2,440,1,1116,1116
139900,5,1422,3,2,3,1,286,1,978,1422
153000,6,1520,3,2,3,1,364,1,1156,1520
135000,5,2080,3,2,2,2,504,1,1040,1040
168500,6,1350,3,2,3,2,520,1,1248,1350
124000,5,1750,3,2,5,1,240,1,636,1089
209500,8,1554,4,3,4,2,627,2,1554,1554
82500,7,1411,3,3,3,2,544,1,1386,1411
139400,5,1056,3,2,3,1,260,1,1056,1056
144000,6,1056,3,2,3,2,576,1,1056,1056
200000,6,3395,2,2,2,0,0,1,1440,1440
60000,2,800,2,1,2,0,0,1,264,800
93000,5,1387,3,2,4,1,256,1,811,811
85000,5,796,3,2,3,0,0,1,796,796
264561,8,1567,4,3,5,3,648,2,1520,1567
274000,8,1518,5,3,5,2,588,2,1518,1518
226000,7,1929,4,3,4,2,650,2,1057,1057
345000,8,2704,4,3,5,2,538,2,1952,2000
152000,5,1620,3,2,3,2,462,1,780,780
370878,9,1766,5,3,5,3,478,2,1766,1766
143250,6,981,3,2,3,2,576,1,981,981
98300,5,1048,3,2,3,2,420,1,0,1048
155000,6,1094,3,2,3,2,495,1,1094,1094
155000,6,1839,3,2,3,2,442,1,756,1051
84500,4,630,3,2,3,0,0,1,630,630
205950,7,1665,4,3,4,2,562,2,813,822
108000,4,1510,3,2,3,1,296,1,755,755
191000,7,1716,4,3,4,2,512,2,880,909
135000,6,1469,3,2,3,1,216,1,756,756
350000,8,2113,4,3,4,3,839,2,2109,2113
88000,6,1092,3,2,3,1,264,1,525,525
145500,5,1053,4,2,4,1,312,2,1053,1053
149000,7,1502,3,3,3,1,270,1,776,851
97500,6,1458,3,2,3,1,330,1,912,912
167000,5,1486,3,2,3,2,480,1,1486,1486
197900,7,1935,3,3,3,2,550,1,793,1142
402000,8,2448,4,3,4,3,711,2,1629,1686
110000,6,1392,3,2,3,2,576,1,1392,1392
137500,4,1181,3,2,3,2,588,1,1138,1181
423000,8,2097,4,3,5,3,1134,2,2077,2097
230500,8,1936,4,3,4,2,504,2,1406,1454
129000,6,2380,3,2,3,2,596,1,1021,1465
193500,6,1679,3,2,4,2,575,1,1408,1679
168000,5,1437,3,2,3,2,576,1,1188,1437
137500,4,1180,3,2,2,1,252,1,700,1180
173500,6,1476,4,2,4,2,540,2,738,738
103600,6,1369,3,2,3,1,300,1,672,697
165000,6,1208,4,2,3,2,546,2,1208,1208
257500,6,1839,3,2,4,2,416,1,1477,1839
140000,6,1136,3,2,3,1,384,1,1136,1136
148500,6,1441,3,2,3,2,440,1,855,855
87000,4,1774,3,2,3,3,779,1,1095,1095
109500,5,792,4,2,4,1,240,2,768,792
372500,8,2046,4,3,4,3,834,2,2046,2046
128500,5,988,3,2,3,2,572,1,988,988
143000,6,923,3,2,3,1,264,1,923,923
159434,5,1520,3,2,3,1,281,1,793,848
173000,6,1291,3,2,4,2,431,1,1291,1291
285000,9,1668,4,3,4,3,702,2,1626,1668
221000,7,1839,4,3,3,2,486,2,1195,1195
207500,7,2090,4,3,4,2,577,2,1190,1190
227875,7,1761,4,3,4,2,578,2,874,874
148800,7,1102,4,3,4,2,480,2,551,551
392000,8,1419,4,3,4,2,567,2,1419,1419
194700,6,1362,4,2,4,2,460,2,1362,1362
141000,6,848,4,2,4,2,420,2,848,848
755000,10,4316,5,3,5,3,832,2,2444,2444
335000,7,2519,4,3,4,2,628,2,1210,1238
108480,5,1073,3,2,3,1,326,1,1073,1073
141500,5,1539,3,2,3,2,576,1,927,1067
176000,6,1137,3,2,4,2,551,1,1112,1137
89000,5,616,3,2,3,1,205,1,616,616
123500,5,1148,3,2,3,1,308,1,980,1148
138500,5,894,3,2,3,1,336,1,894,894
196000,7,1391,4,3,4,2,530,2,1391,1391
312500,8,1800,4,3,4,3,765,2,1800,1800
140000,7,1164,3,3,3,2,528,1,1164,1164
361919,8,2576,5,3,5,3,666,2,1234,1264
140000,5,1812,3,2,4,2,672,1,360,1032
213000,7,1484,4,3,4,2,606,2,1473,1484
55000,4,1092,2,2,2,0,0,1,0,372
302000,7,1824,3,3,4,2,739,1,1643,1824
254000,8,1324,4,3,4,2,550,2,1324,1324
179540,7,1456,4,3,4,2,400,2,728,728
109900,5,904,3,2,3,1,408,1,876,904
52000,3,729,4,1,3,0,0,2,270,729
102776,4,1178,3,2,3,1,384,1,859,859
189000,8,1228,4,3,4,2,472,2,1228,1228
129000,4,960,3,2,3,2,576,1,960,960
130500,6,1479,4,2,4,2,475,2,725,725
165000,6,1350,3,2,3,2,478,1,1064,1350
159500,7,2554,3,3,3,2,704,1,718,1576
157000,5,1178,3,2,4,2,439,1,1176,1178
341000,7,2418,4,3,4,3,983,2,1311,1325
128500,5,971,3,2,3,1,300,1,971,971
275000,8,1742,4,3,4,2,564,2,1742,1742
143000,6,848,4,2,4,2,420,2,848,848
124500,4,864,3,2,3,2,463,1,864,864
135000,4,1470,3,2,3,1,548,1,941,997
320000,9,1698,5,3,5,3,768,2,1698,1698
120500,4,864,3,2,4,2,660,1,864,864
222000,6,1680,4,2,4,2,540,2,880,1680
194500,7,1232,4,3,4,2,632,2,1232,1232
110000,5,1776,3,2,3,3,888,1,1584,1776
103000,4,1208,3,2,3,2,539,1,780,848
236500,8,1616,4,3,4,2,608,2,1595,1616
187500,7,1146,4,3,4,2,438,2,868,1146
222500,7,2031,4,3,4,2,541,2,1153,1153
131400,5,1144,3,2,3,1,264,1,864,1144
108000,5,948,3,2,3,1,300,1,948,948
163000,7,1768,3,3,3,2,320,1,880,880
93500,3,1040,3,1,3,2,400,1,0,1040
239900,8,1801,4,3,4,3,800,2,893,901
179000,5,1200,3,2,3,0,0,1,1200,1200
190000,7,1728,4,3,4,2,572,2,864,864
132000,5,1432,3,2,3,2,360,1,264,768
142000,6,912,3,2,4,1,288,1,912,912
179000,7,1349,3,3,3,2,539,1,1349,1349
175000,5,1464,3,2,3,2,480,1,520,1464
180000,8,1337,4,3,4,2,462,2,1337,1337
299800,8,2715,5,3,4,2,831,2,1142,1175
236000,7,2256,4,3,4,2,554,2,952,980
265979,7,2640,4,3,4,4,864,2,1240,1320
260400,7,1720,4,3,4,2,527,2,1720,1720
98000,4,1529,3,2,3,1,240,1,0,1088
96500,4,1140,3,2,3,0,0,1,576,792
162000,7,1320,4,3,4,2,400,2,660,660
217000,6,1494,3,2,4,2,576,1,1479,1494
275500,8,2098,4,3,5,3,878,2,1030,1038
156000,6,1026,3,2,4,2,440,1,1026,1026
172500,6,1471,3,2,3,2,440,1,729,742
212000,8,1768,4,3,4,2,578,2,866,866
158900,6,1386,3,2,3,2,440,1,672,672
179400,7,1501,3,3,3,2,440,1,744,757
290000,8,2531,4,3,4,3,752,2,1318,1328
127500,6,864,3,2,3,1,300,1,864,864
100000,5,1301,3,2,2,2,440,1,1145,1301
215200,7,1547,3,3,4,2,614,1,756,764
337000,8,2365,4,3,4,3,856,2,1252,1268
270000,8,1494,4,3,5,2,481,2,1494,1494
264132,9,1506,4,3,5,2,592,2,1498,1506
196500,7,1714,3,3,3,2,496,1,980,980
160000,6,1750,3,2,3,1,423,1,983,983
216837,7,1836,4,3,4,2,484,2,1860,1836
538000,8,3279,5,3,5,3,841,2,1650,1690
134900,5,858,3,2,3,2,576,1,858,858
102000,4,1220,3,2,3,2,396,1,836,1220
107000,6,1117,3,2,3,2,672,1,1029,1117
114500,5,912,3,2,3,1,275,1,912,912
395000,8,1973,4,3,4,3,895,2,1935,1973
162000,6,1204,3,2,3,2,412,1,1204,1204
221500,7,1614,4,3,4,3,865,2,1614,1614
142500,5,894,3,2,3,2,440,1,864,894
144000,5,2020,3,2,3,2,630,1,0,2020
135000,6,1004,3,2,3,2,504,1,975,1004
176000,7,1253,3,3,3,2,402,1,1237,1253
175900,6,1603,4,2,4,2,484,2,761,810
187100,7,1430,4,3,4,2,605,2,1413,1430
165500,5,1110,3,2,4,2,602,1,1097,1110
128000,6,1484,3,2,3,0,0,1,742,742
161500,6,1342,3,2,3,2,457,1,1372,1342
139000,5,1652,3,2,3,1,416,1,686,966
233000,7,2084,4,3,4,2,618,2,956,956
107900,4,901,3,2,3,1,281,1,901,901
187500,6,2087,3,2,4,2,444,1,832,976
160200,7,1145,4,3,4,2,397,2,1145,1145
146800,6,1062,3,2,3,2,539,1,1029,1062
269790,7,2013,4,3,3,2,455,2,1117,1127
225000,8,1496,4,3,4,2,474,2,1496,1496
194500,7,1895,4,3,4,2,409,2,712,1086
171000,6,1564,3,2,3,2,476,1,650,888
143500,6,1285,3,2,3,2,528,1,660,1285
110000,5,773,3,2,3,1,240,1,773,773
485000,9,3140,5,3,5,3,820,2,1926,1966
175000,5,1768,3,2,4,1,240,1,731,981
200000,6,1688,3,2,4,2,603,1,616,616
109900,4,1196,3,2,3,2,440,1,1196,1196
189000,7,1456,4,3,4,2,410,2,728,728
582933,9,2822,5,3,5,3,1020,2,1734,1734
118000,5,1128,3,2,3,1,286,1,936,1128
227680,7,1428,4,3,5,2,554,2,1417,1428
135500,5,980,3,2,3,1,384,1,980,980
223500,5,1576,3,2,4,2,528,1,1324,1072
159950,5,1086,3,2,3,2,484,1,1024,1086
106000,5,2138,3,2,3,2,360,1,849,1075
181000,6,1309,3,2,4,2,484,1,1040,1309
144500,6,848,4,2,4,2,420,2,848,848
55993,5,1044,2,2,2,2,504,1,540,1044
157900,6,1442,3,2,3,1,301,1,1442,1442
116000,5,1250,3,2,2,1,280,1,686,686
224900,7,1661,3,3,4,2,598,1,1649,1661
137000,5,1008,3,2,3,1,275,1,1008,1008
271000,8,1689,4,3,4,3,857,2,1568,1689
155000,6,1052,3,2,3,2,440,1,1010,1052
224000,7,1358,4,3,4,2,484,2,1358,1358
183000,7,1640,4,3,4,2,595,2,798,798
93000,4,936,2,2,3,2,576,1,936,936
225000,7,1733,4,3,4,2,433,2,847,847
139500,6,1489,3,2,3,1,240,1,778,944
232600,8,1489,4,3,4,2,776,2,1489,1489
385000,10,2084,5,3,5,3,1220,2,2078,2084
109500,5,784,3,2,4,0,0,1,784,784
189000,7,1434,4,3,4,2,527,2,1454,1434
185000,5,2126,3,2,3,2,538,1,1013,1160
147400,7,1223,4,3,4,2,480,2,600,520
166000,6,1392,3,2,3,2,458,1,1392,1392
151000,7,1200,3,3,4,2,480,1,600,520
237000,7,1829,4,3,4,2,613,2,941,941
167000,6,1516,3,2,3,2,472,1,1516,1516
139950,5,1144,3,2,3,2,456,1,1144,1144
128000,4,1067,3,2,4,2,436,1,1067,1067
153500,5,1559,3,2,3,2,812,1,1559,1559
100000,6,987,3,2,3,1,264,1,483,483
144000,5,1099,3,2,4,1,352,1,1099,1099
130500,5,1200,3,2,3,1,240,1,768,768
140000,6,1482,3,2,2,1,400,1,672,810
157500,5,1539,3,2,4,2,686,1,650,958
174900,6,1165,3,2,3,2,490,1,1127,1165
141000,5,1800,3,2,3,0,0,1,1800,1800
153900,5,1416,3,2,3,3,720,1,876,876
171000,5,1701,3,2,3,2,611,1,1390,1701
213000,7,1775,4,3,4,2,425,2,740,1006
133500,5,864,3,2,3,1,338,1,864,864
240000,6,2358,3,2,3,2,360,1,907,1307
187000,6,1855,4,2,3,2,512,2,528,1094
131500,6,848,4,2,4,2,420,2,848,848
215000,8,1456,4,3,4,2,400,2,1273,1456
164000,7,1646,3,3,3,1,240,1,918,918
158000,6,1445,3,2,3,2,645,1,1127,1445
170000,5,1779,3,2,3,2,454,1,1763,1779
127000,5,1040,3,2,3,1,260,1,1040,1040
147000,6,1026,3,2,3,2,576,1,940,1026
174000,6,1481,3,2,3,2,343,1,702,702
152000,7,1370,3,3,3,2,479,1,1090,1370
250000,6,2654,3,2,4,2,619,1,1054,1512
189950,7,1426,4,3,4,1,216,2,912,912
131500,5,1039,3,2,3,2,504,1,1039,1039
152000,6,1097,3,2,3,2,480,1,1040,1097
132500,5,1148,3,2,3,1,672,1,1148,1148
250580,7,1372,4,3,4,2,529,2,1372,1372
148500,5,1002,3,2,3,2,902,1,1002,1002
248900,8,1646,4,3,4,3,870,2,1638,1646
129000,4,1120,3,2,2,2,544,1,1040,1120
169000,5,2320,3,2,3,2,672,1,0,1547
236000,7,1949,4,3,4,2,574,2,1050,1062
109500,5,894,3,2,3,1,308,1,894,894
200500,6,1682,3,2,4,2,523,1,804,804
116000,5,910,4,2,4,2,414,2,105,910
133000,5,1268,4,2,3,1,288,2,832,1036
66500,5,1131,3,2,3,1,200,1,676,676
303477,8,2610,4,3,5,2,550,2,1184,1184
132250,4,1040,3,2,3,2,648,1,1064,1040
350000,9,2224,4,3,5,3,738,2,1462,1462
148000,5,1155,3,2,4,2,576,1,1109,1155
136500,5,864,4,2,3,1,336,2,864,864
157000,5,1090,3,2,3,2,450,1,1090,1090
187500,7,1717,4,3,4,2,400,2,1156,1187
178000,6,1593,3,2,3,2,389,1,808,808
118500,4,2230,4,2,3,1,440,2,795,954
100000,5,892,3,2,3,1,288,1,892,892
328900,9,1709,4,3,4,2,506,2,1698,1709
145000,5,1712,3,2,3,2,588,1,1626,1712
135500,5,1393,3,2,3,1,300,1,816,872
268000,8,2217,4,3,4,2,621,2,2217,2217
149500,6,1505,3,2,3,2,505,1,1505,1505
122900,5,924,3,2,3,2,576,1,672,672
172500,6,1683,3,2,3,2,440,1,918,918
154500,6,1068,3,2,3,1,264,1,1059,1068
165000,5,1383,3,2,3,1,354,1,1383,1383
118858,5,1535,3,2,3,2,400,1,0,1535
140000,6,1796,3,2,3,2,483,1,780,983
106500,4,951,3,2,3,1,327,1,951,951
142953,5,2240,3,2,3,2,528,1,0,1120
611657,9,2364,5,3,5,3,820,2,2330,2364
135000,5,1236,3,2,3,1,288,1,912,1236
110000,4,858,3,2,3,1,684,1,858,858
153000,5,1306,3,2,3,1,756,1,992,1306
180000,7,1509,4,3,4,2,393,2,783,807
240000,7,1670,4,3,4,3,690,2,1670,1670
125500,5,902,3,2,3,1,288,1,876,902
128000,5,1063,3,2,3,1,280,1,1056,1063
255000,8,1636,4,3,4,3,865,2,1623,1636
250000,7,2057,4,3,4,1,180,2,1017,1020
131000,5,902,3,2,3,2,484,1,864,902
174000,6,1484,4,2,4,2,390,2,742,742
154300,5,2274,3,2,3,2,480,1,1105,1105
143500,5,1268,3,2,4,1,252,1,1268,1268
88000,5,1015,3,2,3,1,450,1,768,1015
145000,5,2002,3,2,3,3,871,1,1001,1001
173733,6,1224,4,2,4,2,528,2,612,612
75000,4,1092,3,2,3,1,286,1,546,546
35311,2,480,3,1,3,1,308,1,480,480
135000,4,1229,3,2,3,1,284,1,1134,1229
238000,7,2127,4,3,4,3,833,2,1104,912
176500,6,1414,5,2,3,2,601,2,1184,1414
201000,6,1721,4,2,4,2,471,2,928,936
145900,5,2200,3,2,3,0,0,1,1272,1272
169990,6,1316,4,2,4,2,397,2,1316,1316
193000,6,1617,4,2,4,2,533,2,1604,1617
207500,6,1686,3,2,3,2,612,1,1686,1686
175000,5,1126,3,2,5,2,540,1,1126,1126
285000,8,2374,4,3,5,3,656,2,1181,1234
176000,7,1978,3,3,3,2,486,1,832,1098
236500,8,1788,4,3,5,2,522,2,1753,1788
222000,7,2236,3,3,4,2,642,1,964,993
201000,8,1466,4,3,4,3,610,2,1466,1466
117500,5,925,3,2,3,1,429,1,925,925
320000,9,1905,5,3,5,3,788,2,1905,1905
190000,7,1500,4,3,4,2,570,2,1500,1500
242000,7,2069,3,3,4,2,505,1,585,2069
79900,4,747,3,2,3,2,528,1,600,747
184900,7,1200,4,3,4,2,555,2,1176,1200
253000,7,1971,4,3,4,2,689,2,1113,1113
239799,7,1962,4,3,4,3,868,2,1391,1391
244400,7,2403,3,3,3,1,349,1,1032,1207
150900,6,1728,3,2,3,2,574,1,1728,1728
214000,7,2060,4,3,4,2,390,2,992,1022
150000,4,1440,3,2,3,0,0,1,1440,1440
143000,5,1632,3,2,3,2,576,1,1632,1632
137500,6,1344,3,2,4,2,525,1,819,1344
124900,5,1869,3,2,3,2,456,1,1088,1188
143000,5,1144,3,2,3,1,796,1,1144,1144
270000,8,1629,4,3,4,3,808,2,1616,1629
192500,7,1776,4,3,4,2,474,2,936,936
197500,6,1381,3,2,4,2,676,1,1161,1381
129000,5,864,3,2,4,2,720,1,864,864
119900,5,965,3,2,3,1,300,1,828,965
133900,5,768,3,2,3,1,396,1,768,768
172000,5,1968,3,2,3,2,530,1,784,1168
127500,6,980,3,2,3,0,0,1,945,980
145000,6,1958,3,2,3,2,492,1,979,979
124000,6,1229,3,2,3,2,462,1,561,561
132000,5,1057,3,2,3,2,576,1,1057,1057
185000,7,1337,4,3,4,2,531,2,1337,1337
155000,7,1416,4,3,4,2,484,2,696,696
116500,5,858,3,2,3,0,0,1,858,858
272000,6,2872,3,2,3,2,619,1,1330,1542
155000,6,1548,3,2,4,2,440,1,804,804
239000,9,1800,4,3,5,2,702,2,1800,1800
214900,7,1894,4,3,4,2,510,2,817,824
178900,6,1484,4,2,4,2,393,2,783,783
160000,5,1308,4,2,3,1,256,2,728,976
135000,5,1098,3,2,3,1,260,1,1098,1098
37900,3,968,3,1,3,0,0,1,600,600
140000,6,1095,3,2,3,1,264,1,588,1095
135000,4,1192,3,2,3,0,0,1,720,720
173000,7,1626,4,3,4,2,474,2,764,764
99500,6,918,3,2,3,1,264,1,918,918
182000,7,1428,4,3,4,2,480,2,1428,1428
167500,7,2019,3,3,4,2,532,1,728,1136
165000,7,1382,4,3,4,2,490,2,673,673
85500,4,869,3,2,2,0,0,1,440,869
199900,7,1241,4,3,4,2,569,2,1241,1241
110000,4,894,3,2,3,2,400,1,894,894
139000,5,1121,3,2,3,2,480,1,1121,1121
178400,7,999,5,3,5,2,588,2,944,999
336000,8,2612,4,3,4,3,676,2,1225,1276
159895,7,1266,4,3,4,2,388,2,1266,1266
255900,8,2290,4,3,4,2,779,2,1128,1149
126000,5,1734,3,2,4,2,539,1,0,1302
125000,5,1164,3,2,3,1,240,1,1164,1164
117000,6,1635,3,2,4,1,255,1,485,1001
395192,9,1940,5,3,5,3,606,2,1930,1940
195000,6,2030,3,2,4,2,551,1,848,1118
197000,7,1576,4,3,4,2,614,2,770,778
348000,8,2392,4,3,4,3,870,2,1396,1407
168000,8,1742,4,3,4,2,424,2,916,916
187000,6,1851,3,2,4,2,440,1,822,1020
173900,6,1500,3,2,4,2,564,1,750,750
337500,10,1718,5,3,5,3,786,2,1700,1718
121600,4,1230,3,2,3,1,305,1,747,774
136500,5,1050,3,2,3,1,368,1,1050,1050
185000,6,1442,3,2,3,2,615,1,1442,1442
91000,3,1077,3,1,3,1,210,1,1007,1077
206000,7,1208,4,3,4,2,632,2,1187,1208
82000,3,944,3,1,2,2,528,1,0,944
86000,5,691,3,2,5,1,216,1,691,691
232000,8,1574,4,3,4,3,824,2,1574,1574
136905,5,1680,3,2,3,2,528,1,1680,1680
181000,7,1504,4,3,4,2,457,2,1346,1504
149900,5,985,4,2,3,1,328,2,985,985
163500,6,1657,3,2,3,2,484,1,1657,1657
88000,4,1092,3,2,3,1,286,1,546,546
240000,7,1710,4,3,4,2,550,2,1710,1710
102000,5,1522,3,2,3,0,0,1,1008,1008
135000,5,1271,3,2,3,1,312,1,720,720
100000,5,1664,3,2,3,0,0,1,0,1664
165000,6,1502,3,2,4,1,180,1,602,900
85000,5,1022,3,2,3,1,280,1,1022,1022
119200,6,1082,3,2,3,1,240,1,1082,1082
227000,8,1665,4,3,4,2,528,2,810,810
203000,7,1504,4,3,4,2,478,2,1504,1504
187500,8,1360,4,3,4,2,565,2,1220,1360
160000,7,1472,4,3,4,2,402,2,384,802
213490,7,1506,4,3,4,2,440,2,1362,1506
176000,4,1132,3,2,4,2,451,1,1132,1132
194000,7,1220,4,3,4,2,632,2,1199,1220
87000,5,1248,3,2,3,1,160,1,912,912
191000,7,1504,4,3,4,2,437,2,1346,1504
287000,8,2898,4,3,4,2,665,2,1565,2898
112500,5,882,3,2,3,2,461,1,882,882
167500,5,1264,3,2,3,2,461,1,1268,1264
293077,8,1646,4,3,4,3,800,2,1638,1646
105000,5,1376,3,2,3,1,240,1,768,968
118000,6,1218,3,2,3,1,264,1,672,672
160000,5,1928,3,2,3,0,0,1,686,948
197000,7,3082,3,3,3,2,672,1,824,1687
310000,8,2520,4,3,4,3,796,2,1338,1352
230000,7,1654,4,3,4,3,900,2,1654,1654
119750,5,954,3,2,2,1,240,1,920,954
84000,4,845,3,2,3,1,290,1,0,845
315500,9,1620,4,3,5,3,912,2,1620,1620
287000,8,2263,4,3,4,2,905,2,1055,1055
97000,4,1344,3,2,3,0,0,1,546,798
80000,4,630,3,2,3,1,286,1,630,630
155000,5,1803,3,2,3,2,484,1,1134,1803
173000,6,1632,3,2,4,2,484,1,800,800
196000,6,1306,4,2,4,2,624,2,1306,1306
262280,7,2329,3,3,4,2,514,1,1475,1532
278000,8,2524,4,3,4,2,542,2,2524,2524
139600,3,1733,3,1,3,2,452,1,0,1733
556581,9,2868,4,3,5,3,716,2,1992,1992
145000,5,990,3,2,3,2,672,1,990,990
115000,5,1771,3,2,3,2,336,1,0,1771
84900,4,930,3,2,4,1,308,1,0,930
176485,7,1302,4,3,4,2,436,2,1302,1302
200141,7,1316,4,3,4,2,440,2,1316,1316
165000,6,1977,3,2,3,2,540,1,816,1127
144500,5,1526,3,2,3,1,364,1,1216,1526
255000,8,1989,4,3,4,2,586,2,1065,1091
180000,6,1523,3,2,3,2,478,1,1193,1523
185850,7,1364,4,3,4,2,484,2,1364,1364
248000,7,1850,4,3,4,2,467,2,973,979
335000,9,2184,5,3,5,3,836,2,1104,1130
220000,6,1991,3,2,3,2,432,1,854,1096
213500,8,1338,4,3,4,2,582,2,1338,1338
81000,3,894,2,1,3,3,1248,1,894,894
90000,5,2337,3,2,3,2,560,1,662,1422
110500,6,1103,3,2,4,2,440,1,1103,1103
154000,5,1154,3,2,3,2,480,1,1154,1154
328000,7,2260,4,3,4,2,533,2,1306,1306
178000,6,1571,4,2,3,2,380,2,799,799
167900,6,1611,3,2,3,2,442,1,780,798
151400,6,2521,3,2,3,2,576,1,942,1291
135000,5,893,3,2,4,2,576,1,845,893
135000,5,1048,3,2,3,1,286,1,1048,1048
154000,6,1556,3,2,3,2,441,1,727,829
91500,5,1456,3,2,3,1,280,1,810,1002
159500,6,1426,3,2,3,2,440,1,690,698
194000,7,1240,4,3,4,3,826,2,1240,1240
219500,7,1740,3,3,3,1,240,1,800,960
170000,5,1466,3,2,4,2,566,1,796,1096
138800,5,1096,3,2,3,1,299,1,1096,1096
155900,6,848,4,2,4,2,420,2,848,848
126000,5,990,3,2,3,1,299,1,990,990
145000,6,1258,4,2,4,2,528,2,1258,1258
133000,5,1040,3,2,3,1,308,1,1040,1040
192000,7,1459,4,3,4,2,527,2,1459,1459
160000,6,1251,3,2,3,1,461,1,1251,1251
187500,6,1498,3,2,3,2,409,1,691,691
147000,6,996,3,2,4,2,564,1,936,996
83500,4,1092,3,2,3,1,286,1,546,546
252000,8,1953,4,3,4,3,1043,2,1082,1082
137500,7,1709,4,3,4,2,380,2,970,970
197000,8,1247,4,3,4,2,550,2,1247,1247
92900,3,1040,3,1,3,2,400,1,0,1040
160000,7,1252,4,3,4,2,462,2,600,624
136500,6,1694,3,2,3,2,576,1,1181,1390
146000,5,1200,3,2,4,2,884,1,864,1200
129000,5,936,3,2,3,1,308,1,936,936
176432,6,1314,4,2,4,2,440,2,1314,1314
127000,6,1355,3,2,4,0,0,1,684,773
170000,8,1088,4,3,4,2,461,2,1074,1088
128000,4,1324,3,2,3,1,240,1,672,757
157000,7,1601,3,3,3,2,478,1,1271,1601
60000,2,438,3,1,2,1,246,1,290,438
119500,5,950,3,2,3,1,280,1,950,950
135000,5,1134,3,2,3,1,254,1,1010,1134
159500,6,1194,3,2,3,2,539,1,655,1194
106000,5,1302,3,2,3,2,440,1,630,630
325000,8,2622,4,3,4,2,712,2,1463,1500
179900,7,1442,4,3,4,2,719,2,910,1442
274725,7,2021,4,3,4,2,422,2,868,887
181000,6,1690,3,2,3,2,463,1,924,948
280000,8,1836,4,3,4,3,862,2,1836,1836
188000,6,1658,3,2,3,2,431,1,773,773
